Left_1 ,Left_2 ,Left_3,Left_4,Left_5,Left_6,Left_7,Left_8,Left_9,Left_10,Left_11,Left_12,Left_13,Left_14,Left_15,Right_1 ,Right_2,Right_3,Right_4,Right_5,Right_6,Right_7,Right_8,Right_9,Right_10,Right_11,Right_12,Right_13,Right_14,Right_15
33,145,254,496,603,715,857,969,1080,1227,1337,1446,1636,1746,1859,90,201,308,441,552,660,792,913,1023,1283,1389,1499,1578,1691,1802
