Left_1 ,Left_2,Left_3 ,Left_4 ,Left_5 ,Left_6,Left_7,Left_8,Left_9,Left_10,Left_11,Left_12,Left_13,Right_1 ,Right_2,Right_3,Right_4,Right_5,Right_6,Right_7,Right_8,Right_9,Right_10,Right_11
0,110,220,324,431,526,633,737,843,1007,1122,1233,1345,57,167,276,379,582,687,794,956,1065,1179,1289
