Left_1,Left_2,Left_3,Left_4,Left_5,Left_6,Left_7,Left_8,Left_9,Left_10,Left_11,Right_1,Right_2,Right_3,Right_4,Right_5,Right_6,Right_7,Right_8,Right_9,Right_10,Right_11
95,206,313,525,631,738,846,919,1029,1135,1244,40,149,260,369,470,579,686,793,973,1084,1183
