Left_1,Left_2,Left_3,Left_4,Left_5,Left_6,Left_7,Left_8,Left_9,Left_10,Left_11,Right_1,Right_2,Right_3,Right_4,Right_5,Right_6,Right_7,Right_8,Right_9,Right_10,Right_11
394,505,612,808,914,1021,1129,1243,1353,1459,1568,339,448,559,668,753,862,969,1076,1297,1408,1507
